! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Wednesday, 09 March 2022 16:14:42
! TIMEZONE (GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY53104702
! FIRMWARE_VERSION A.08.01
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0280346549
! CORRECTION1 Rdy
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
11000000000,-12.4765075328872
11000100000,-12.6130160380342
11000200000,-12.3819671420478
11000300000,-12.3236124496982
11000400000,-12.6697869532706
11000500000,-13.035251037765
11000600000,-12.7575118399716
11000700000,-12.6285056809673
11000800000,-13.1530828554806
11000900000,-12.3667333476459
11001000000,-12.2902174233186
11001100000,-12.0420466385397
11001200000,-12.7896884160565
11001300000,-12.7961544978167
11001400000,-12.3542073559016
11001500000,-12.9205339343333
11001600000,-12.0582003427606
11001700000,-12.3756758457996
11001800000,-12.9858971463557
11001900000,-12.4946900447411
11002000000,-12.1171205878712
11002100000,-12.4970297846338
11002200000,-12.9260259338215
11002300000,-12.5030857381378
11002400000,-12.4825551169077
11002500000,-12.2537041777744
11002600000,-12.4656427335867
11002700000,-12.9448543665789
11002800000,-12.5661215777585
11002900000,-12.6002711334178
11003000000,-12.3475746625863
11003100000,-12.3822506454907
11003200000,-12.6680369082249
11003300000,-12.8380963043405
11003400000,-12.6367914877809
11003500000,-12.8191941176728
11003600000,-12.3654612116723
11003700000,-12.21239037567
11003800000,-12.2818992455268
11003900000,-13.0402127926998
11004000000,-13.0842123648372
11004100000,-12.2154204798397
11004200000,-12.5611155001915
11004300000,-12.7639188199423
11004400000,-12.7439331171939
11004500000,-12.4436393436044
11004600000,-12.9589788150091
11004700000,-13.3006538017587
11004800000,-12.8916077924318
11004900000,-12.7315066710726
11005000000,-12.7613243837221
11005100000,-12.9032290198963
11005200000,-12.4076217199474
11005300000,-12.9138537995677
11005400000,-12.8720374482304
11005500000,-12.8186240012151
11005600000,-12.9597326174465
11005700000,-13.1298512680322
11005800000,-12.8742098982781
11005900000,-13.1810419634889
11006000000,-12.3019842302335
11006100000,-13.0360516735976
11006200000,-13.4401014407832
11006300000,-12.9764180516999
11006400000,-12.9953669354587
11006500000,-13.2621377451501
11006600000,-12.869522801983
11006700000,-12.7427966043539
11006800000,-12.8558443436892
11006900000,-12.9021455061062
11007000000,-13.0675406669202
11007100000,-12.3746882127202
11007200000,-13.2846321812406
11007300000,-12.9064418461535
11007400000,-13.3001183890239
11007500000,-13.1142107378278
11007600000,-12.9915265563849
11007700000,-12.5739458693157
11007800000,-13.4291366943357
11007900000,-13.2666566992329
11008000000,-12.7604782630996
11008100000,-13.0983468819654
11008200000,-12.9217857691763
11008300000,-12.7685148370969
11008400000,-12.2402062393492
11008500000,-13.4893338809608
11008600000,-12.7485499091962
11008700000,-13.3409529154745
11008800000,-12.8493168977286
11008900000,-13.2986098055618
11009000000,-12.8506140612025
11009100000,-12.9761270567
11009200000,-13.3601144499272
11009300000,-13.1426758682597
11009400000,-13.0107906500332
11009500000,-12.397904467339
11009600000,-13.2099723983698
11009700000,-12.9936594078853
11009800000,-12.7918963858632
11009900000,-13.2042094690557
11010000000,-12.8564452894702
11010100000,-13.1295068301349
11010200000,-13.2801411773515
11010300000,-13.2958407093413
11010400000,-13.1507983888086
11010500000,-13.196285788567
11010600000,-13.3957412815343
11010700000,-13.6554929334121
11010800000,-12.7667077157677
11010900000,-13.5188066172195
11011000000,-13.1186622776277
11011100000,-13.0960899686366
11011200000,-13.4128320032222
11011300000,-13.0726315535381
11011400000,-13.1501790453352
11011500000,-12.9837907926432
